Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
X18RES04410_1R_T_S_R_RS_T	0.00205438832088288	0.00278485839346495	0	0.0145862661860736	0	0.0277689594115619	0	0.0166731707600637	0	0	0.00522504875647945	0.00612160207645687	0.00442920832241221	0.000156096522981312	0.0151597876886368	0.0623554683547076	0	0	0.00640175090056782	0	0	0	9999	0.150285913935173	1.02624106750935	0.163716605694289
X18RES10401_1R_T_S_R_RS_T	0	0.00311378624173354	0	0.011768764880774	0	0.0181497073964335	0.00778608553322218	0.0113636973198925	0	0	0.0025485043064218	0.000716377545074994	0.00110665392344083	0.0157686005455933	0.00964658382701114	0.0224903600805913	0	0.0058147808192064	0.000135379940163764	0	0	0	9999	0.0997795093646246	1.04881941041005	0.110409282359559
X18RES13651_1R_T_S_R_RS_T	0.0368296000508968	0.0147657942031869	0	0.018460929891292	0.0150575078367998	0.0891028282573984	0	0.000228238977278273	0.00202528578426858	0	0.00299053976306581	0.00487214985522905	0.0187817357742257	0.016654641718222	0.020587415642446	0.0222175657195848	0	0	0.017079605436937	0	0	0	9999	0.299668045406692	0.963722504394125	0.279653838910831
X18RES10393_1R_T_S_R_RS_T	0	0.000522436278760079	0	0.00262380231077831	0	0.01823497013946	0	0.00813475171343461	0	0	0	0.00246760239981496	0.00182971414393598	0.0143601723038668	0.000493104482407627	0.0526036306707598	0	0	0.0108840685492557	0	0	0	9999	0.175676609043461	1.02708135526564	0.112154252992474
X18RES09403_1R_T_S_R_RS_T	0.00417289206666749	0.0106234732345437	0	0.050383859895908	0	0.111193336781771	0	0.0143611521344448	0	0	0.0060926571278502	0.0224446400436962	0.0465945032000231	0	0.0184493488135138	0.108536432545891	0	0.000567275481052138	0.00709162599184844	0	0.00508182765893545	0	9999	0.201865675562888	1.0049855421993	0.405593024976145
X18RES10392_1R_T_S_R_RS_T	0	0.00031790709992095	0	0.0148018440365534	0	0.0710977125712041	0.00882652097311164	0.00122228296857967	0	0	0.0278215987537788	0	0.0213382210483519	0.00796006594954369	0.0478768502776276	0.0568091287492209	0	0.0343837414448974	0.00307525521989174	0	0	0	9999	0.335159548434344	0.951926167272113	0.295531129092682
X18RES04367_1R_T_S_R_RS_T	0	0.00247918146695717	0	0.0117762114059354	0	0.0444053276746814	0	0.0064151755757986	0	0	0.00413459680327494	0	0.00192454432779416	0	0.00592674360762708	0.0891709540106754	0	0.000281017196365919	0.0132100927787519	0	0.00174238413388499	0.00015558401304369	9999	0.151318544951994	1.02945162631835	0.181621812994791
X18RES10426_1R_T_S_R_RS_T	0	0.0149500464087566	0	0.0130927655649099	0	0.0415276583812921	0	0.0201214623769835	0	0	0.00643552032809496	0	0.00158875247499197	0.0830489951652231	0.00572129966545156	0.0949491952716756	0	0	0.0356103073259672	0	0	0	9999	0.298885659961675	0.968951624988777	0.317046002963346
X18RES13663_1R_T_S_R_RS_T	0.0164654406498551	0.104772364094726	0	0.0129205653003201	0.0369027828855892	0.158830611598856	0.00934949512239106	0	0	0	0.0159822857683826	0	0.00925405959982152	0.00107395546295652	0.0181497970237768	0.0633971918896413	0.00551172868852782	0	0.0183845588116464	0	0	0	9999	0.497533456709102	0.86749735739975	0.47099483689649
X18RES10430_2R_T_S_R_RS_T	0	0.0412796547326771	0	0.0103127303641585	0	0.0650505258740774	0.000154687967258217	0.0165898763418013	0	0	0.00931033185604912	0	0.00851062760828955	0	0.0118568232096278	0.103582951458283	0	0.00114562718058072	0.0439775097792018	0	0	0	9999	0.220329802169894	0.990361391986808	0.311771346372004
X18RES04260_1R_T_S_R_RS_T	0	0.028353207605454	0	0.0170790719773353	0	0.0452546425015445	0	0.00472497699994961	0	0	0	0.00997036927591826	0.00489711418756445	0.00555926040912618	0.00325831936172799	0.0565433228323407	0.0125556069501094	0.000185512724523136	0.0515517222729765	0	0	0	9999	0.271925408100992	0.969889719794455	0.23993312709857
X18RES04370_1R_T_S_R_RS_T	0.000136037254223247	0.00399719973340651	0	0.00484835031293993	0	0.0358115831764063	0	0.0152211803334077	0	0	0	0.000139258502864505	0	0.0509371091660046	0.00456317413952026	0.0503141556532885	0	0	0.00161984463482124	0	0.00145213477685857	0	9999	0.289513926929369	0.981370905942272	0.169040027683741
X18RES04227_1R_T_S_R_RS_T	0	0.00147357886128649	0	0.00482263182950887	0	0.0451914420130756	0.00895916269851688	0	0	0	0.00518936511789547	0	0.00986462658403334	0.0181977041051947	0.00996926720915876	0.102521076524241	0	0.0106146088127708	0.00998877021150021	0	0	0.00277623646993375	9999	0.305588900340726	0.962061339903134	0.229568470437116
X18RES04403_1R_T_S_R_RS_T	0.000624975987258213	0.00217103602797084	0	0.00781446971332077	0	0.0711358363000918	0	0	0	0	0.0116430913562653	0	0.00546405958501986	0	0.00734763032825216	0.108279448226998	0.00967551209642411	0	0.0311414724964651	0	0	0	9999	0.231996809796361	0.990542999812012	0.255297532118066
X18RES04139_1R_T_S_R_RS_T	0	0.00082097340961307	0	0.0140834482014698	0	0.0115717298723176	0	0.00610143766407739	0	0	0	0.00423845926430553	0.00145958921245173	0.032738304591019	0.0100953271609561	0.0806181057982937	0	0	0	0.00674503092107238	0	0.00120259887362664	9999	0.227430582644786	1.01441481351524	0.169675004969203
