,Unnamed: 0,Approved symbol,Alias symbol,Ensembl gene ID
7147,15336.0,FLOT2,ECS1,ENSG00000132589
7148,15339.0,FLRT2,,ENSG00000185070
7149,15340.0,FLRT3,,ENSG00000125848
7150,15341.0,FLT1,VEGFR1,ENSG00000102755
7151,15343.0,FLT3,STK1,ENSG00000122025
7152,15344.0,FLT3,FLK2,ENSG00000122025
7153,15345.0,FLT3,CD135,ENSG00000122025
7154,15346.0,FLT3LG,,ENSG00000090554
7155,15347.0,FLT4,VEGFR3,ENSG00000037280
7156,15348.0,FLT4,PCL,ENSG00000037280
7157,15349.0,FLT4,VEGFR-3,ENSG00000037280
7158,15355.0,FLVCR2,FLJ20371,ENSG00000119686
7159,15356.0,FLVCR2,MFSD7C,ENSG00000119686
7160,15357.0,FLVCR2,SLC49A2,ENSG00000119686
7161,15358.0,FLVCR2,CCT,ENSG00000119686
7162,15371.0,FMNL1,C17orf1,ENSG00000184922
7163,15372.0,FMNL2,KIAA1902,ENSG00000157827
7164,15376.0,FMO1,,ENSG00000010932
7165,15377.0,FMO2,,ENSG00000094963
7166,15378.0,FMO3,FMOII,ENSG00000007933
7167,15379.0,FMO4,,ENSG00000076258
7168,15380.0,FMO5,,ENSG00000131781
7169,15381.0,FMO6P,,ENSG00000117507
7170,15387.0,FMOD,SLRR2E,ENSG00000122176
7171,15388.0,FMR1,FMRP,ENSG00000102081
7172,15389.0,FMR1,FRAXA,ENSG00000102081
7173,15390.0,FMR1,MGC87458,ENSG00000102081
7174,15398.0,FN1,MSF,ENSG00000115414
7175,15399.0,FN1,CIG,ENSG00000115414
7176,15400.0,FN1,LETS,ENSG00000115414
7177,15401.0,FN1,GFND2,ENSG00000115414
7178,15402.0,FN1,FINC,ENSG00000115414
7179,15403.0,FN3K,,ENSG00000167363
7180,15404.0,FN3KRP,FLJ12171,ENSG00000141560
7181,15405.0,FN3KRP,FN3KL,ENSG00000141560
7182,15406.0,FNBP1,FBP17,ENSG00000187239
7183,15407.0,FNBP1,KIAA0554,ENSG00000187239
7184,15408.0,FNBP1L,TOCA1,ENSG00000137942
7185,15409.0,FNBP1L,FLJ20275,ENSG00000137942
7186,15412.0,FNBP4,KIAA1014,ENSG00000109920
7187,15417.0,FNDC3A,bA203I16.5,ENSG00000102531
7188,15418.0,FNDC3A,KIAA0970,ENSG00000102531
7189,15419.0,FNDC3B,FAD104,ENSG00000075420
7190,15420.0,FNDC3B,DKFZp762K137,ENSG00000075420
7191,15421.0,FNDC3B,FLJ23399,ENSG00000075420
7192,15422.0,FNDC3B,PRO4979,ENSG00000075420
7193,15423.0,FNDC3B,YVTM2421,ENSG00000075420
7194,15425.0,FNDC4,FLJ22362,ENSG00000115226
7195,15426.0,FNDC4,FRCP1,ENSG00000115226
7196,15429.0,FNDC8,DKFZp434H2215,ENSG00000073598
7197,15438.0,FNTA,FPTA,ENSG00000168522
7198,15439.0,FNTA,PGGT1A,ENSG00000168522
7199,15440.0,FNTA,PTAR2,ENSG00000168522
7200,15455.0,FOLR1,FRα,ENSG00000110195
7201,15457.0,FOLR2,FRβ,ENSG00000165457
7202,15459.0,FOLR3,FR-G,ENSG00000110203
7203,15460.0,FOLR3,FRγ,ENSG00000110203
7204,15462.0,FOS,c-fos,ENSG00000170345
7205,15463.0,FOS,AP-1,ENSG00000170345
7206,15464.0,FOSB,G0S3,ENSG00000125740
7207,15465.0,FOSB,GOSB,ENSG00000125740
7208,15466.0,FOSB,GOS3,ENSG00000125740
7209,15467.0,FOSB,AP-1,ENSG00000125740
7210,15468.0,FOSB,MGC42291,ENSG00000125740
7211,15469.0,FOSB,DKFZp686C0818,ENSG00000125740
7212,15470.0,FOSL1,fra-1,ENSG00000175592
7213,15472.0,FOSL2,FRA2,ENSG00000075426
7214,15473.0,FOSL2,FLJ23306,ENSG00000075426
7215,15475.0,FOXA1,,ENSG00000129514
7216,15476.0,FOXA2,,ENSG00000125798
7217,15478.0,FOXB1,HFKH-5,ENSG00000171956
7218,15479.0,FOXB1,FKH5,ENSG00000171956
7219,15481.0,FOXC1,FREAC3,ENSG00000054598
7220,15482.0,FOXC1,ARA,ENSG00000054598
7221,15483.0,FOXC1,IGDA,ENSG00000054598
7222,15484.0,FOXC1,IHG1,ENSG00000054598
7223,15485.0,FOXC2,MFH-1,ENSG00000176692
7224,15488.0,FOXD1,FREAC4,ENSG00000251493
7225,15490.0,FOXD2,FREAC9,ENSG00000186564
7226,15492.0,FOXD3,Genesis,ENSG00000187140
7227,15493.0,FOXD3,HFH2,ENSG00000187140
7228,15506.0,FOXE1,TTF-2,ENSG00000178919
7229,15507.0,FOXE1,HFKH4,ENSG00000178919
7230,15508.0,FOXE3,FREAC8,ENSG00000186790
7231,15509.0,FOXF1,FREAC1,ENSG00000103241
7232,15510.0,FOXF2,FREAC2,ENSG00000137273
7233,15511.0,FOXG1,HFK2,ENSG00000176165
7234,15512.0,FOXG1,QIN,ENSG00000176165
7235,15513.0,FOXG1,BF1,ENSG00000176165
7236,15514.0,FOXG1,HFK1,ENSG00000176165
7237,15515.0,FOXG1,HFK3,ENSG00000176165
7238,15516.0,FOXG1,HBF-3,ENSG00000176165
7239,15518.0,FOXH1,FAST1,ENSG00000160973
7240,15519.0,FOXI1,FREAC6,ENSG00000168269
7241,15522.0,FOXJ1,HFH-4,ENSG00000129654
7242,15523.0,FOXJ1,HFH4,ENSG00000129654
7243,15524.0,FOXJ2,FHX,ENSG00000065970
7244,15525.0,FOXJ3,KIAA1041,ENSG00000198815
7245,15527.0,FOXK2,,ENSG00000141568
7246,15528.0,FOXL1,FREAC7,ENSG00000176678
7247,15529.0,FOXL1,FKH6,ENSG00000176678
7248,15530.0,FOXL2,BPES1,ENSG00000183770
7249,15534.0,FOXM1,HFH-11,ENSG00000111206
7250,15535.0,FOXM1,trident,ENSG00000111206
7251,15536.0,FOXM1,HNF-3,ENSG00000111206
7252,15537.0,FOXM1,INS-1,ENSG00000111206
7253,15538.0,FOXM1,MPP2,ENSG00000111206
7254,15539.0,FOXM1,MPHOSPH2,ENSG00000111206
7255,15540.0,FOXM1,TGT3,ENSG00000111206
7256,15541.0,FOXN1,FKHL20,ENSG00000109101
7257,15542.0,FOXN2,,ENSG00000170802
7258,15543.0,FOXN3,,ENSG00000053254
7259,15549.0,FOXO1,FKH1,ENSG00000150907
7260,15551.0,FOXO3,AF6q21,ENSG00000118689
7261,15552.0,FOXO3,FOXO2,ENSG00000118689
7262,15554.0,FOXO4,AFX1,ENSG00000184481
7263,15564.0,FOXP3,JM2,ENSG00000049768
7264,15565.0,FOXP3,XPID,ENSG00000049768
7265,15566.0,FOXP3,AIID,ENSG00000049768
7266,15567.0,FOXP3,PIDX,ENSG00000049768
7267,15568.0,FOXP3,DIETER,ENSG00000049768
7268,15569.0,FOXP3,SCURFIN,ENSG00000049768
7269,15578.0,FOXRED2,FLJ23322,ENSG00000100350
7270,15579.0,FOXRED2,ERFAD,ENSG00000100350
7271,15581.0,FPGS,,ENSG00000136877
7272,15582.0,FPGT,GFPP,ENSG00000254685
7273,15584.0,FPR1,FPR,ENSG00000171051
7274,15585.0,FPR1,FMLP,ENSG00000171051
7275,15586.0,FPR2,LXA4R,ENSG00000171049
7276,15587.0,FPR2,HM63,ENSG00000171049
7277,15588.0,FPR2,FPRH2,ENSG00000171049
7278,15589.0,FPR2,FMLPX,ENSG00000171049
7279,15590.0,FPR2,FPR2A,ENSG00000171049
7280,15591.0,FPR2,FMLP-R-II,ENSG00000171049
7281,15592.0,FPR2,ALXR,ENSG00000171049
7282,15593.0,FPR3,FPRH1,ENSG00000187474
7283,15594.0,FPR3,FMLPY,ENSG00000187474
7284,15595.0,FPR3,RMLP-R-I,ENSG00000187474
7285,15710.0,FRAS1,FLJ22031,ENSG00000138759
7286,15711.0,FRAS1,FLJ14927,ENSG00000138759
7287,15712.0,FRAS1,KIAA1500,ENSG00000138759
7288,15713.0,FRAT1,,ENSG00000165879
7289,15714.0,FRAT2,,ENSG00000181274
7290,15755.0,FRK,RAK,ENSG00000111816
7291,15756.0,FRK,GTK,ENSG00000111816
7292,15757.0,FRMD1,FLJ00181,ENSG00000153303
7293,15758.0,FRMD1,DKFZp434O0117,ENSG00000153303
7294,15759.0,FRMD1,FLJ40260,ENSG00000153303
7295,15760.0,FRMD1,FLJ22615,ENSG00000153303
7296,15761.0,FRMD1,bA164L23.1,ENSG00000153303
7297,15764.0,FRMD4A,FLJ10210,ENSG00000151474
7298,15765.0,FRMD4A,KIAA1294,ENSG00000151474
7299,15766.0,FRMD4A,bA295P9.4,ENSG00000151474
7300,15767.0,FRMD4B,KIAA1013,ENSG00000114541
7301,15768.0,FRMD4B,GRSP1,ENSG00000114541
7302,15776.0,FRMD8,FLJ90369,ENSG00000126391
7303,15777.0,FRMD8,FKSG44,ENSG00000126391
7304,15778.0,FRMD8,iTAP,ENSG00000126391
7305,15780.0,FRMPD1,KIAA0967,ENSG00000070601
7306,15781.0,FRMPD1,FRMD2,ENSG00000070601
7307,15788.0,FRMPD4,KIAA0316,ENSG00000169933
7308,15792.0,FRS2,SNT-1,ENSG00000166225
7309,15793.0,FRS2,FRS2alpha,ENSG00000166225
7310,15794.0,FRS2,SNT1,ENSG00000166225
7311,15795.0,FRS2,FRS2A,ENSG00000166225
7312,15796.0,FRS3,SNT-2,ENSG00000137218
7313,15797.0,FRS3,FRS2beta,ENSG00000137218
7314,15798.0,FRS3,FRS2B,ENSG00000137218
7315,15802.0,FRY,bA37E23.1,ENSG00000073910
7316,15803.0,FRY,13CDNA73,ENSG00000073910
7317,15804.0,FRY,CG003,ENSG00000073910
7318,15806.0,FRYL,DKFZp686E205,ENSG00000075539
7319,15807.0,FRYL,AF4p12,ENSG00000075539
7320,15808.0,FRYL,MOR2,ENSG00000075539
7321,15809.0,FRZB,FRZB-PEN,ENSG00000162998
7322,15810.0,FRZB,FRZB1,ENSG00000162998
7323,15811.0,FRZB,SRFP3,ENSG00000162998
7324,15812.0,FRZB,FRP-3,ENSG00000162998
7325,15813.0,FRZB,SFRP3,ENSG00000162998
7326,15814.0,FRZB,FRE,ENSG00000162998
7327,15815.0,FRZB,FRITZ,ENSG00000162998
7328,15816.0,FRZB,FRZB-1,ENSG00000162998
7329,15817.0,FRZB,FZRB,ENSG00000162998
7330,15818.0,FRZB,hFIZ,ENSG00000162998
7331,15821.0,FSCN1,p55,ENSG00000075618
7332,15822.0,FSCN1,FLJ38511,ENSG00000075618
7333,15824.0,FSCN2,RP30,ENSG00000186765
7334,15825.0,FSCN2,RFSN,ENSG00000186765
7335,15826.0,FSCN3,,ENSG00000106328
7336,15827.0,FSD1,MGC3213,ENSG00000105255
7337,15828.0,FSD1,MIR1,ENSG00000105255
7338,15831.0,FSHB,,ENSG00000131808
7339,15834.0,FSHR,FSHRO,ENSG00000170820
7340,15835.0,FSHR,LGR1,ENSG00000170820
7341,15840.0,FST,FS,ENSG00000134363
7342,15841.0,FSTL1,FRP,ENSG00000163430
7343,15842.0,FSTL1,FSL1,ENSG00000163430
7344,15843.0,FSTL1,OCC1,ENSG00000163430
7345,15844.0,FSTL1,OCC-1,ENSG00000163430
7346,15845.0,FSTL1,tsc36,ENSG00000163430
7347,15846.0,FSTL3,FLRG,ENSG00000070404
7348,15847.0,FSTL3,FSRP,ENSG00000070404
7349,15848.0,FSTL4,KIAA1061,ENSG00000053108
7350,15851.0,FTCD,,ENSG00000160282
7351,15854.0,FTH1,FTH,ENSG00000167996
7352,15855.0,FTH1,PLIF,ENSG00000167996
7353,15856.0,FTH1,PIG15,ENSG00000167996
7354,15857.0,FTH1,FHC,ENSG00000167996
7355,15886.0,FTL,MGC71996,ENSG00000087086
7356,15887.0,FTL,NBIA3,ENSG00000087086
7357,15908.0,FTO,KIAA1752,ENSG00000140718
7358,15909.0,FTO,MGC5149,ENSG00000140718
7359,15910.0,FTO,ALKBH9,ENSG00000140718
7360,15913.0,FTSJ1,JM23,ENSG00000068438
7361,15914.0,FTSJ1,CDLIV,ENSG00000068438
7362,15915.0,FTSJ1,SPB1,ENSG00000068438
7363,15916.0,FTSJ1,TRM7,ENSG00000068438
7364,15917.0,FTSJ1,TRMT7,ENSG00000068438
7365,15918.0,FTSJ3,SPB1,ENSG00000108592
7366,15921.0,FUBP1,FBP,ENSG00000162613
7367,15922.0,FUBP3,,ENSG00000107164
7368,15923.0,FUCA1,,ENSG00000179163
7369,15937.0,FURIN,SPC1,ENSG00000140564
7370,15938.0,FUS,TLS,ENSG00000089280
7371,15939.0,FUS,FUS1,ENSG00000089280
7372,15940.0,FUS,hnRNP-P2,ENSG00000089280
7373,15941.0,FUS,HNRNPP2,ENSG00000089280
7374,15943.0,FUT1,,ENSG00000174951
7375,15944.0,FUT2,sej,ENSG00000176920
7376,15945.0,FUT2,Se2,ENSG00000176920
7377,15946.0,FUT2,SEC2,ENSG00000176920
7378,15947.0,FUT3,CD174,ENSG00000171124
7379,15948.0,FUT4,FUC-TIV,ENSG00000196371
7380,15950.0,FUT6,FT1A,ENSG00000156413
7381,15951.0,FUT6,FCT3A,ENSG00000156413
7382,15952.0,FUT6,FucT-VI,ENSG00000156413
7383,15953.0,FUT6,FLJ40754,ENSG00000156413
7384,15954.0,FUT7,,ENSG00000180549
7385,15955.0,FUT8,,ENSG00000033170
7386,15957.0,FUT9,Fuc-TIX,ENSG00000172461
7387,15960.0,FUZ,FLJ22688,ENSG00000010361
7388,15961.0,FUZ,Fy,ENSG00000010361
7389,15962.0,FUZ,CPLANE3,ENSG00000010361
7390,15963.0,FXN,FA,ENSG00000165060
7391,15964.0,FXN,FARR,ENSG00000165060
7392,15965.0,FXN,X25,ENSG00000165060
7393,15966.0,FXN,CyaY,ENSG00000165060
7394,15969.0,FXR1,,ENSG00000114416
7395,15970.0,FXR2,,ENSG00000129245
7396,15971.0,FXYD1,,ENSG00000266964
7397,15973.0,FXYD3,MAT-8,ENSG00000089356
7398,15975.0,FXYD5,OIT2,ENSG00000089327
7399,15976.0,FXYD6,,ENSG00000137726
7400,15981.0,FXYD7,,ENSG00000221946
7401,15988.0,FYCO1,FLJ13335,ENSG00000163820
7402,15989.0,FYCO1,ZFYVE7,ENSG00000163820
7403,15990.0,FYN,SYN,ENSG00000010810
7404,15991.0,FYN,SLK,ENSG00000010810
7405,15992.0,FYN,MGC45350,ENSG00000010810
7406,15996.0,FZD1,DKFZp564G072,ENSG00000157240
7407,15997.0,FZD2,,ENSG00000180340
7408,15998.0,FZD3,,ENSG00000104290
7409,15999.0,FZD4,CD344,ENSG00000174804
7410,16001.0,FZD5,HFZ5,ENSG00000163251
7411,16002.0,FZD5,DKFZP434E2135,ENSG00000163251
7412,16003.0,FZD6,Hfz6,ENSG00000164930
7413,16004.0,FZD7,FzE3,ENSG00000155760
7414,16005.0,FZD8,,ENSG00000177283
7415,16006.0,FZD9,FZD3,ENSG00000188763
7416,16007.0,FZD9,CD349,ENSG00000188763
7417,16008.0,FZD10,CD350,ENSG00000111432
7418,16010.0,FZR1,HCDH1,ENSG00000105325
7419,16011.0,FZR1,CDH1,ENSG00000105325
7420,16012.0,FZR1,HCDH,ENSG00000105325
7421,16013.0,FZR1,FZR,ENSG00000105325
7422,16014.0,FZR1,FZR2,ENSG00000105325
7423,16015.0,FZR1,KIAA1242,ENSG00000105325
7424,16016.0,FZR1,CDC20C,ENSG00000105325
7425,16020.0,G3BP1,HDH-VIII,ENSG00000145907
7426,16021.0,G3BP1,G3BP,ENSG00000145907
7427,16023.0,G3BP2,KIAA0660,ENSG00000138757
7428,16024.0,G6PC,GSD1a,ENSG00000131482
7429,16025.0,G6PC,G6PC1,ENSG00000131482
7430,16026.0,G6PC2,IGRP,ENSG00000152254
7431,16027.0,G6PC3,UGRP,ENSG00000141349
7432,16028.0,G6PD,G6PD1,ENSG00000160211
7433,16032.0,GAA,,ENSG00000171298
7434,16033.0,GAB1,,ENSG00000109458
7435,16034.0,GAB2,KIAA0571,ENSG00000033327
7436,16037.0,GABARAP,MM46,ENSG00000170296
7437,16038.0,GABARAP,ATG8A,ENSG00000170296
7438,16039.0,GABARAPL1,gec1,ENSG00000139112
7439,16040.0,GABARAPL1,APG8L,ENSG00000139112
7440,16041.0,GABARAPL1,ATG8L,ENSG00000139112
7441,16042.0,GABARAPL1,ATG8B,ENSG00000139112
7442,16044.0,GABARAPL2,GEF2,ENSG00000034713
7443,16045.0,GABARAPL2,ATG8,ENSG00000034713
7444,16046.0,GABARAPL2,GATE16,ENSG00000034713
7445,16047.0,GABARAPL2,GATE-16,ENSG00000034713
7446,16048.0,GABARAPL2,ATG8C,ENSG00000034713
7447,16050.0,GABBR1,hGB1a,ENSG00000204681
7448,16051.0,GABBR1,GPRC3A,ENSG00000204681
7449,16052.0,GABBR2,HG20,ENSG00000136928
7450,16053.0,GABBR2,GABABR2,ENSG00000136928
7451,16054.0,GABBR2,GPRC3B,ENSG00000136928
7452,16055.0,GABPA,E4TF1A,ENSG00000154727
7453,16056.0,GABPA,NFT2,ENSG00000154727
7454,16057.0,GABPA,NRF2,ENSG00000154727
7455,16058.0,GABPA,E4TF1-60,ENSG00000154727
7456,16059.0,GABPA,NRF2A,ENSG00000154727
7457,16062.0,GABPB1,E4TF1-47,ENSG00000104064
7458,16063.0,GABPB1,GABPB,ENSG00000104064
7459,16067.0,GABRA1,EJM5,ENSG00000022355
7460,16068.0,GABRA2,,ENSG00000151834
7461,16069.0,GABRA3,,ENSG00000011677
7462,16070.0,GABRA4,,ENSG00000109158
7463,16071.0,GABRA5,,ENSG00000186297
7464,16072.0,GABRA6,,ENSG00000145863
7465,16073.0,GABRB1,,ENSG00000163288
7466,16074.0,GABRB2,,ENSG00000145864
7467,16075.0,GABRB3,,ENSG00000166206
7468,16076.0,GABRD,,ENSG00000187730
7469,16077.0,GABRE,,ENSG00000102287
7470,16079.0,GABRG2,,ENSG00000113327
7471,16080.0,GABRG3,,ENSG00000182256
7472,16082.0,GABRP,,ENSG00000094755
7473,16083.0,GABRQ,,ENSG00000268089
7474,16084.0,GABRR1,,ENSG00000146276
7475,16085.0,GABRR2,,ENSG00000111886
7476,16091.0,GAD1,,ENSG00000128683
7477,16092.0,GAD2,GAD65,ENSG00000136750
7478,16094.0,GADD45A,GADD45,ENSG00000116717
7479,16096.0,GADD45B,GADD45BETA,ENSG00000099860
7480,16097.0,GADD45B,DKFZP566B133,ENSG00000099860
7481,16098.0,GADD45G,DDIT2,ENSG00000130222
7482,16099.0,GADD45G,GADD45gamma,ENSG00000130222
7483,16100.0,GADD45G,GRP17,ENSG00000130222
7484,16101.0,GADD45G,CR6,ENSG00000130222
7485,16102.0,GADD45GIP1,PLINP-1,ENSG00000179271
7486,16103.0,GADD45GIP1,MGC4667,ENSG00000179271
7487,16104.0,GADD45GIP1,MGC4758,ENSG00000179271
7488,16105.0,GADD45GIP1,CKBBP2,ENSG00000179271
7489,16106.0,GADD45GIP1,PRG6,ENSG00000179271
7490,16107.0,GADD45GIP1,Plinp1,ENSG00000179271
7491,16108.0,GADD45GIP1,CRIF1,ENSG00000179271
7492,16109.0,GADD45GIP1,CKbetaBP2,ENSG00000179271
7493,16135.0,GAK,DNAJC26,ENSG00000178950
7494,16136.0,GAL,GMAP,ENSG00000069482
7495,16137.0,GAL,GAL-GMAP,ENSG00000069482
7496,16138.0,GAL,GLNN,ENSG00000069482
7497,16139.0,GAL3ST1,CST,ENSG00000128242
7498,16142.0,GAL3ST4,FLJ12116,ENSG00000197093
7499,16143.0,GALC,,ENSG00000054983
7500,16144.0,GALE,SDR1E1,ENSG00000117308
7501,16145.0,GALK1,,ENSG00000108479
7502,16146.0,GALK2,GK2,ENSG00000156958
7503,16148.0,GALNS,GAS,ENSG00000141012
7504,16149.0,GALNS,GALNAC6S,ENSG00000141012
7505,16150.0,GALNT1,GalNAc-T1,ENSG00000141429
7506,16151.0,GALNT2,GalNAc-T2,ENSG00000143641
7507,16152.0,GALNT3,GalNAc-T3,ENSG00000115339
7508,16153.0,GALNT3,HHS,ENSG00000115339
7509,16154.0,GALNT3,HFTC,ENSG00000115339
7510,16157.0,GALNT6,GalNAc-T6,ENSG00000139629
7511,16158.0,GALNT7,GALNAC-T7,ENSG00000109586
7512,16159.0,GALNT8,GALNAC-T8,ENSG00000130035
7513,16161.0,GALNT10,GalNAc-T10,ENSG00000164574
7514,16162.0,GALNT11,GalNAc-T11,ENSG00000178234
7515,16163.0,GALNT12,GalNAc-T12,ENSG00000119514
7516,16166.0,GALNT14,GalNac-T10,ENSG00000158089
7517,16167.0,GALNT14,FLJ12691,ENSG00000158089
7518,16168.0,GALNT14,GalNac-T14,ENSG00000158089
7519,16186.0,GALR1,,ENSG00000166573
7520,16187.0,GALR2,GALNR2,ENSG00000182687
7521,16189.0,GALT,,ENSG00000213930
7522,16190.0,GAMT,PIG2,ENSG00000130005
7523,16191.0,GAMT,TP53I2,ENSG00000130005
7524,16194.0,GAN,GAN1,ENSG00000261609
7525,16195.0,GAN,KLHL16,ENSG00000261609
7526,16196.0,GAN,GIG,ENSG00000261609
7527,16197.0,GANAB,GluII,ENSG00000089597
7528,16198.0,GANAB,G2AN,ENSG00000089597
7529,16199.0,GANAB,KIAA0088,ENSG00000089597
7530,16200.0,GANAB,GIIA,ENSG00000089597
7531,16202.0,GAP43,B-50,ENSG00000172020
7532,16203.0,GAP43,PP46,ENSG00000172020
7533,16204.0,GAP43,GAP-43,ENSG00000172020
7534,16205.0,GAPDH,,ENSG00000111640
7535,16273.0,GAPDHS,GAPDH-2,ENSG00000105679
7536,16274.0,GAPDHS,GAPD2,ENSG00000105679
7537,16279.0,GAPVD1,DKFZP434C212,ENSG00000165219
7538,16280.0,GAPVD1,KIAA1521,ENSG00000165219
7539,16281.0,GAR1,,ENSG00000109534
7540,16294.0,GART,GARS-AIRS-GART,ENSG00000159131
7541,16295.0,GAS1,,ENSG00000180447
7542,16297.0,GAS2,,ENSG00000148935
7543,16298.0,GAS2L1,GAR22,ENSG00000185340
7544,16306.0,GAS6,AXSF,ENSG00000183087
7545,16307.0,GAS6,FLJ34709,ENSG00000183087
7546,16308.0,GAS6,DKFZp666G247,ENSG00000183087
7547,16311.0,GAS7,KIAA0394,ENSG00000007237
7548,16312.0,GAS7,MGC1348,ENSG00000007237
7549,16313.0,GAS8,DRC4,ENSG00000141013
7550,16320.0,GAST,,ENSG00000184502
7551,16321.0,GATA1,ERYF1,ENSG00000102145
7552,16322.0,GATA1,NFE1,ENSG00000102145
7553,16323.0,GATA1,GATA-1,ENSG00000102145
7554,16324.0,GATA1,NF-E1,ENSG00000102145
7555,16325.0,GATA2,NFE1B,ENSG00000179348
7556,16327.0,GATA3,HDR,ENSG00000107485
7557,16329.0,GATA4,,ENSG00000136574
7558,16332.0,GATA6,,ENSG00000141448
7559,16335.0,GATAD1,ODAG,ENSG00000157259
7560,16336.0,GATAD1,RG083M05.2,ENSG00000157259
7561,16337.0,GATAD1,FLJ22489,ENSG00000157259
7562,16338.0,GATAD2A,p66alpha,ENSG00000167491
7563,16341.0,GATC,FLJ37000,ENSG00000257218
7564,16342.0,GATC,15E1.2,ENSG00000257218
7565,16353.0,GATM,AGAT,ENSG00000171766
7566,16360.0,GBA3,GLUC,ENSG00000249948
7567,16361.0,GBA3,KLrP,ENSG00000249948
7568,16365.0,GBE1,,ENSG00000114480
7569,16366.0,GBF1,KIAA0248,ENSG00000107862
7570,16367.0,GBF1,ARF1GEF,ENSG00000107862
7571,16372.0,GBP1,,ENSG00000117228
7572,16374.0,GBP2,,ENSG00000162645
7573,16377.0,GBP5,,ENSG00000154451
7574,16382.0,GBX2,,ENSG00000168505
7575,16383.0,GC,DBP,ENSG00000145321
7576,16384.0,GC,VDBP,ENSG00000145321
7577,16385.0,GC,hDBP,ENSG00000145321
7578,16386.0,GCA,GCL,ENSG00000115271
7579,16390.0,GCAT,KBL,ENSG00000100116
7580,16392.0,GCC1,FLJ22035,ENSG00000179562
7581,16393.0,GCC1,GCC88,ENSG00000179562
7582,16394.0,GCC1,GCC1P,ENSG00000179562
7583,16395.0,GCC1,MGC20706,ENSG00000179562
7584,16396.0,GCC2,GCC185,ENSG00000135968
7585,16397.0,GCC2,KIAA0336,ENSG00000135968
7586,16399.0,GCDH,ACAD5,ENSG00000105607
7587,16403.0,GCG,GLP1,ENSG00000115263
7588,16404.0,GCG,GLP2,ENSG00000115263
7589,16405.0,GCG,GRPP,ENSG00000115263
7590,16406.0,GCG,GLP-1,ENSG00000115263
7591,16407.0,GCGR,GGR,ENSG00000215644
7592,16408.0,GCH1,GTPCH1,ENSG00000131979
7593,16409.0,GCH1,DYT5a,ENSG00000131979
7594,16410.0,GCHFR,GFRP,ENSG00000137880
7595,16411.0,GCHFR,HsT16933,ENSG00000137880
7596,16412.0,GCK,HK4,ENSG00000106633
7597,16413.0,GCKR,,ENSG00000084734
7598,16414.0,GCLC,GCS,ENSG00000001084
7599,16415.0,GCLM,,ENSG00000023909
7600,16416.0,GCM1,hGCMa,ENSG00000137270
7601,16417.0,GCM2,hGCMb,ENSG00000124827
7602,16422.0,GCNT1,C2GNT,ENSG00000187210
7603,16423.0,GCNT1,NAGCT2,ENSG00000187210
7604,16429.0,GCNT2,IGNT,ENSG00000111846
7605,16430.0,GCNT2,NAGCT1,ENSG00000111846
7606,16431.0,GCNT2,bA421M1.1,ENSG00000111846
7607,16432.0,GCNT2,bA360O19.2,ENSG00000111846
7608,16433.0,GCNT2,ULG3,ENSG00000111846
7609,16435.0,GCNT3,C2GnT-M,ENSG00000140297
7610,16436.0,GCNT3,C2/4GnT,ENSG00000140297
7611,16437.0,GCNT3,C2GnT2,ENSG00000140297
7612,16438.0,GCNT4,C2GNT3,ENSG00000176928
7613,16459.0,GDAP1,CMT4,ENSG00000104381
7614,16460.0,GDAP1,CMT2K,ENSG00000104381
7615,16461.0,GDAP1L1,,ENSG00000124194
7616,16462.0,GDAP2,FLJ20142,ENSG00000196505
7617,16463.0,GDAP2,dJ776P7.1,ENSG00000196505
7618,16464.0,GDAP2,MACROD3,ENSG00000196505
7619,16465.0,GDE1,MIR16,ENSG00000006007
7620,16467.0,GDF2,BMP-9,ENSG00000263761
7621,16468.0,GDF2,BMP9,ENSG00000263761
7622,16469.0,GDF3,,ENSG00000184344
7623,16471.0,GDF5,CDMP1,ENSG00000125965
7624,16472.0,GDF5,BMP14,ENSG00000125965
7625,16478.0,GDF9,,ENSG00000164404
7626,16479.0,GDF10,BMP-3b,ENSG00000266524
7627,16480.0,GDF11,BMP-11,ENSG00000135414
7628,16481.0,GDF11,BMP11,ENSG00000135414
7629,16482.0,GDF15,PLAB,ENSG00000130513
7630,16483.0,GDF15,MIC-1,ENSG00000130513
7631,16484.0,GDF15,PDF,ENSG00000130513
7632,16485.0,GDF15,MIC1,ENSG00000130513
7633,16486.0,GDF15,NAG-1,ENSG00000130513
7634,16487.0,GDF15,PTGFB,ENSG00000130513
7635,16488.0,GDI1,RABGDIA,ENSG00000203879
7636,16489.0,GDI1,XAP-4,ENSG00000203879
7637,16490.0,GDI1,OPHN2,ENSG00000203879
7638,16491.0,GDI1,FLJ41411,ENSG00000203879
7639,16492.0,GDI2,RABGDIB,ENSG00000057608
7640,16495.0,GDNF,ATF1,ENSG00000168621
7641,16496.0,GDNF,ATF2,ENSG00000168621
7642,16497.0,GDNF,HFB1-GDNF,ENSG00000168621
7643,16501.0,GDPD2,OBDPF,ENSG00000130055
7644,16502.0,GDPD2,FLJ20207,ENSG00000130055
7645,16503.0,GDPD2,GDE3,ENSG00000130055
7646,16504.0,GDPD3,MGC4171,ENSG00000102886
7647,16506.0,GDPD5,PP1665,ENSG00000158555
7648,16507.0,GDPD5,GDE2,ENSG00000158555
7649,16509.0,GEM,KIR,ENSG00000164949
