,Unnamed: 0,Approved symbol,Alias symbol,Ensembl gene ID
14002,36791.0,OXR1,TLDC3,ENSG00000164830
14003,36792.0,OXSM,KS,ENSG00000151093
14004,36793.0,OXSM,FLJ20604,ENSG00000151093
14005,36794.0,OXSM,FASN2D,ENSG00000151093
14006,36795.0,OXSM,CEM1,ENSG00000151093
14007,36796.0,OXSR1,KIAA1101,ENSG00000172939
14008,36797.0,OXT,OXT-NPI,ENSG00000101405
14009,36798.0,OXT,OT-NPI,ENSG00000101405
14010,36799.0,OXTR,,ENSG00000180914
14011,36800.0,P2RX1,P2X1,ENSG00000108405
14012,36801.0,P2RX2,P2X2,ENSG00000187848
14013,36802.0,P2RX3,P2X3,ENSG00000109991
14014,36803.0,P2RX4,P2X4,ENSG00000135124
14015,36804.0,P2RX5,P2X5,ENSG00000083454
14016,36805.0,P2RX5,LRH-1,ENSG00000083454
14017,36811.0,P2RX7,P2X7,ENSG00000089041
14018,36812.0,P2RX7,MGC20089,ENSG00000089041
14019,36813.0,P2RY1,P2Y1,ENSG00000169860
14020,36814.0,P2RY1,SARCC,ENSG00000169860
14021,36815.0,P2RY2,P2U,ENSG00000175591
14022,36816.0,P2RY4,NRU,ENSG00000186912
14023,36817.0,P2RY4,P2Y4,ENSG00000186912
14024,36818.0,P2RY4,UNR,ENSG00000186912
14025,36819.0,P2RY4,P2P,ENSG00000186912
14026,36820.0,P2RY6,P2Y6,ENSG00000171631
14027,36821.0,P2RY8,P2Y8,ENSG00000182162
14028,36822.0,P2RY10,P2Y10,ENSG00000078589
14029,36830.0,P2RY13,FKSG77,ENSG00000181631
14030,36831.0,P2RY13,P2Y13,ENSG00000181631
14031,36832.0,P2RY14,KIAA0001,ENSG00000174944
14032,36845.0,P4HA1,C-P4Halpha(I),ENSG00000122884
14033,36846.0,P4HA2,C-P4Halpha(II),ENSG00000072682
14034,36850.0,P4HB,PDIA1,ENSG00000185624
14035,36851.0,P4HB,PROHB,ENSG00000185624
14036,36852.0,P4HB,DSI,ENSG00000185624
14037,36853.0,P4HB,GIT,ENSG00000185624
14038,36854.0,P4HB,PDI,ENSG00000185624
14039,36855.0,P4HB,PO4HB,ENSG00000185624
14040,36856.0,P4HB,P4Hbeta,ENSG00000185624
14041,36857.0,P4HTM,P4H-TM,ENSG00000178467
14042,36858.0,P4HTM,PHD4,ENSG00000178467
14043,36859.0,P4HTM,PH4,ENSG00000178467
14044,36860.0,P4HTM,HIFPH4,ENSG00000178467
14045,36861.0,P4HTM,FLJ20262,ENSG00000178467
14046,36862.0,P4HTM,EGLN4,ENSG00000178467
14047,36863.0,P4HTM,PH-4,ENSG00000178467
14048,36865.0,PA2G4,,ENSG00000170515
14049,36874.0,PAAF1,FLJ11848,ENSG00000175575
14050,36875.0,PAAF1,Rpn14,ENSG00000175575
14051,36898.0,PABPC3,PABP3,ENSG00000151846
14052,36899.0,PABPC3,tPABP,ENSG00000151846
14053,36900.0,PABPC4,iPABP,ENSG00000090621
14054,36901.0,PABPC4,APP-1,ENSG00000090621
14055,36916.0,PACRG,PARK2CRG,ENSG00000112530
14056,36917.0,PACRG,FLJ32724,ENSG00000112530
14057,36918.0,PACRG,Glup,ENSG00000112530
14058,36919.0,PACRG,HAK005771,ENSG00000112530
14059,36924.0,PACS1,FLJ10209,ENSG00000175115
14060,36925.0,PACS1,KIAA1175,ENSG00000175115
14061,36926.0,PACS2,KIAA0602,ENSG00000179364
14062,36928.0,PACSIN2,SDPII,ENSG00000100266
14063,36929.0,PACSIN3,SDPIII,ENSG00000165912
14064,36930.0,PADI1,HPAD10,ENSG00000142623
14065,36931.0,PADI1,PDI1,ENSG00000142623
14066,36932.0,PADI1,PDI,ENSG00000142623
14067,36933.0,PADI1,PAD1,ENSG00000142623
14068,36934.0,PADI2,KIAA0994,ENSG00000117115
14069,36935.0,PADI2,PDI2,ENSG00000117115
14070,36936.0,PADI3,PDI3,ENSG00000142619
14071,36937.0,PADI4,PAD,ENSG00000159339
14072,36938.0,PADI4,PDI5,ENSG00000159339
14073,36939.0,PADI4,PDI4,ENSG00000159339
14074,36941.0,PAEP,PEP,ENSG00000122133
14075,36942.0,PAEP,PP14,ENSG00000122133
14076,36943.0,PAEP,GdA,ENSG00000122133
14077,36944.0,PAEP,GdS,ENSG00000122133
14078,36945.0,PAEP,GdF,ENSG00000122133
14079,36946.0,PAEP,PAEG,ENSG00000122133
14080,36947.0,PAEP,GD,ENSG00000122133
14081,36948.0,PAEP,MGC138509,ENSG00000122133
14082,36949.0,PAEP,MGC142288,ENSG00000122133
14083,36951.0,PAF1,PD2,ENSG00000006712
14084,36952.0,PAF1,F23149_1,ENSG00000006712
14085,36953.0,PAF1,FLJ11123,ENSG00000006712
14086,36954.0,PAFAH1B1,LIS1,ENSG00000007168
14087,36955.0,PAFAH1B1,PAFAH,ENSG00000007168
14088,36956.0,PAFAH1B1,NudF,ENSG00000007168
14089,36959.0,PAFAH1B2,,ENSG00000168092
14090,36962.0,PAFAH1B3,,ENSG00000079462
14091,36963.0,PAFAH2,HSD-PLA2,ENSG00000158006
14092,36966.0,PAGE1,PAGE-1,ENSG00000068985
14093,36967.0,PAGE1,GAGE-9,ENSG00000068985
14094,36968.0,PAGE1,CT16.3,ENSG00000068985
14095,36975.0,PAGE4,PAGE-4,ENSG00000101951
14096,36976.0,PAGE4,CT16.7,ENSG00000101951
14097,36983.0,PAH,PH,ENSG00000171759
14098,36984.0,PAICS,ADE2H1,ENSG00000128050
14099,36985.0,PAICS,AIRC,ENSG00000128050
14100,36999.0,PAK1,,ENSG00000149269
14101,37000.0,PAK1IP1,FLJ20624,ENSG00000111845
14102,37001.0,PAK1IP1,hPIP1,ENSG00000111845
14103,37002.0,PAK1IP1,PIP1,ENSG00000111845
14104,37003.0,PAK1IP1,bA421M1.5,ENSG00000111845
14105,37004.0,PAK1IP1,MAK11,ENSG00000111845
14106,37005.0,PAK1IP1,WDR84,ENSG00000111845
14107,37006.0,PAK2,PAK65,ENSG00000180370
14108,37007.0,PAK2,PAKgamma,ENSG00000180370
14109,37008.0,PAK3,hPAK3,ENSG00000077264
14110,37009.0,PAK3,bPAK,ENSG00000077264
14111,37010.0,PAK4,,ENSG00000130669
14112,37012.0,PAK6,PAK5,ENSG00000137843
14113,37013.0,PALB2,FLJ21816,ENSG00000083093
14114,37014.0,PALB2,FANCN,ENSG00000083093
14115,37016.0,PALLD,KIAA0992,ENSG00000129116
14116,37017.0,PALLD,SIH002,ENSG00000129116
14117,37018.0,PALLD,CGI-151,ENSG00000129116
14118,37020.0,PALM,KIAA0270,ENSG00000099864
14119,37021.0,PALM,PALM1,ENSG00000099864
14120,37025.0,PALMD,FLJ20271,ENSG00000099260
14121,37026.0,PALMD,PALML,ENSG00000099260
14122,37027.0,PAM,PAL,ENSG00000145730
14123,37028.0,PAM,PHM,ENSG00000145730
14124,37032.0,PAMR1,RAMP,ENSG00000149090
14125,37033.0,PAMR1,DKFZP586H2123,ENSG00000149090
14126,37034.0,PAN2,KIAA0710,ENSG00000135473
14127,37035.0,PAN2,hPAN2,ENSG00000135473
14128,37036.0,PAN3,,ENSG00000152520
14129,37043.0,PANK2,HSS,ENSG00000125779
14130,37044.0,PANK2,FLJ11729,ENSG00000125779
14131,37045.0,PANK2,PKAN,ENSG00000125779
14132,37046.0,PANK2,HARP,ENSG00000125779
14133,37048.0,PANK3,FLJ12899,ENSG00000120137
14134,37049.0,PANK4,FLJ10782,ENSG00000157881
14135,37053.0,PANX1,MRS1,ENSG00000110218
14136,37054.0,PANX1,UNQ2529,ENSG00000110218
14137,37055.0,PANX1,PX1,ENSG00000110218
14138,37059.0,PAOX,PAO,ENSG00000148832
14139,37061.0,PAPOLA,PAP,ENSG00000090060
14140,37062.0,PAPOLB,PAPT,ENSG00000218823
14141,37063.0,PAPOLG,FLJ12972,ENSG00000115421
14142,37064.0,PAPPA,PAPP-A,ENSG00000182752
14143,37065.0,PAPPA,PAPPA1,ENSG00000182752
14144,37066.0,PAPPA,IGFBP-4ase,ENSG00000182752
14145,37067.0,PAPPA,PAPA,ENSG00000182752
14146,37068.0,PAPPA,ASBABP2,ENSG00000182752
14147,37069.0,PAPPA,DIPLA1,ENSG00000182752
14148,37077.0,PAPPA2,PAPPE,ENSG00000116183
14149,37078.0,PAPPA2,PAPP-A2,ENSG00000116183
14150,37079.0,PAPSS1,ATPSK1,ENSG00000138801
14151,37080.0,PAPSS1,PAPSS,ENSG00000138801
14152,37081.0,PAPSS2,ATPSK2,ENSG00000198682
14153,37082.0,PAQR3,,ENSG00000163291
14154,37083.0,PAQR4,FLJ30002,ENSG00000162073
14155,37084.0,PAQR5,FLJ20190,ENSG00000137819
14156,37085.0,PAQR5,MPRG,ENSG00000137819
14157,37086.0,PAQR6,FLJ22672,ENSG00000160781
14158,37087.0,PAQR6,PRdelta,ENSG00000160781
14159,37095.0,PARD3,PAR3,ENSG00000148498
14160,37096.0,PARD3,PARD3A,ENSG00000148498
14161,37097.0,PARD3,Bazooka,ENSG00000148498
14162,37098.0,PARD3,Baz,ENSG00000148498
14163,37099.0,PARD3,ASIP,ENSG00000148498
14164,37100.0,PARD3,PPP1R118,ENSG00000148498
14165,37104.0,PARD6A,PAR-6,ENSG00000102981
14166,37105.0,PARD6A,PAR-6A,ENSG00000102981
14167,37106.0,PARD6A,TAX40,ENSG00000102981
14168,37107.0,PARD6A,PAR6alpha,ENSG00000102981
14169,37108.0,PARD6A,TIP-40,ENSG00000102981
14170,37109.0,PARD6B,PAR-6B,ENSG00000124171
14171,37117.0,PARK7,DJ-1,ENSG00000116288
14172,37118.0,PARK7,DJ1,ENSG00000116288
14173,37119.0,PARK7,GATD2,ENSG00000116288
14174,37126.0,PARL,PRO2207,ENSG00000175193
14175,37127.0,PARL,PSARL1,ENSG00000175193
14176,37128.0,PARL,RHBDS1,ENSG00000175193
14177,37129.0,PARM1,DKFZP564O0823,ENSG00000169116
14178,37130.0,PARM1,Cipar1,ENSG00000169116
14179,37131.0,PARM1,WSC4,ENSG00000169116
14180,37133.0,PARN,DAN,ENSG00000140694
14181,37134.0,PARP1,PARP,ENSG00000143799
14182,37135.0,PARP1,ARTD1,ENSG00000143799
14183,37138.0,PARP2,ARTD2,ENSG00000129484
14184,37139.0,PARP3,ADPRT3,ENSG00000041880
14185,37140.0,PARP3,IRT1,ENSG00000041880
14186,37141.0,PARP3,hPARP-3,ENSG00000041880
14187,37142.0,PARP3,pADPRT-3,ENSG00000041880
14188,37143.0,PARP3,ARTD3,ENSG00000041880
14189,37153.0,PARP6,pART17,ENSG00000137817
14190,37154.0,PARP6,ARTD17,ENSG00000137817
14191,37155.0,PARP8,FLJ21308,ENSG00000151883
14192,37156.0,PARP8,pART16,ENSG00000151883
14193,37157.0,PARP8,ARTD16,ENSG00000151883
14194,37163.0,PARP11,ARTD11,ENSG00000111224
14195,37165.0,PARP12,FLJ22693,ENSG00000059378
14196,37166.0,PARP12,PARP-12,ENSG00000059378
14197,37167.0,PARP12,ZC3H1,ENSG00000059378
14198,37168.0,PARP12,ARTD12,ENSG00000059378
14199,37175.0,PARP16,FLJ20509,ENSG00000138617
14200,37176.0,PARP16,FLJ25281,ENSG00000138617
14201,37177.0,PARP16,pART15,ENSG00000138617
14202,37178.0,PARP16,ARTD15,ENSG00000138617
14203,37182.0,PART1,DKFZP586D0823,ENSG00000152931
14204,37183.0,PART1,NCRNA00206,ENSG00000152931
14205,37185.0,PARVA,FLJ12254,ENSG00000197702
14206,37186.0,PARVA,FLJ10793,ENSG00000197702
14207,37187.0,PARVB,CGI-56,ENSG00000188677
14208,37188.0,PARVG,,ENSG00000138964
14209,37190.0,PASK,PASKIN,ENSG00000115687
14210,37191.0,PASK,KIAA0135,ENSG00000115687
14211,37192.0,PASK,STK37,ENSG00000115687
14212,37204.0,PATL2,Pat1a,ENSG00000229474
14213,37205.0,PATZ1,MAZR,ENSG00000100105
14214,37206.0,PATZ1,dJ400N23,ENSG00000100105
14215,37207.0,PATZ1,ZBTB19,ENSG00000100105
14216,37208.0,PATZ1,ZSG,ENSG00000100105
14217,37209.0,PATZ1,RIAZ,ENSG00000100105
14218,37210.0,PATZ1,PATZ,ENSG00000100105
14219,37212.0,PAWR,par-4,ENSG00000177425
14220,37213.0,PAWR,PAR4,ENSG00000177425
14221,37216.0,PAX1,,ENSG00000125813
14222,37217.0,PAX2,,ENSG00000075891
14223,37218.0,PAX3,HUP2,ENSG00000135903
14224,37219.0,PAX4,MODY9,ENSG00000106331
14225,37220.0,PAX5,BSAP,ENSG00000196092
14226,37221.0,PAX6,D11S812E,ENSG00000007372
14227,37222.0,PAX6,AN,ENSG00000007372
14228,37223.0,PAX6,WAGR,ENSG00000007372
14229,37225.0,PAX7,Hup1,ENSG00000009709
14230,37226.0,PAX8,,ENSG00000125618
14231,37228.0,PAX9,,ENSG00000198807
14232,37233.0,PAXIP1,CAGF29,ENSG00000157212
14233,37234.0,PAXIP1,CAGF28,ENSG00000157212
14234,37235.0,PAXIP1,TNRC2,ENSG00000157212
14235,37236.0,PAXIP1,PTIP,ENSG00000157212
14236,37244.0,PBK,TOPK,ENSG00000168078
14237,37245.0,PBK,FLJ14385,ENSG00000168078
14238,37246.0,PBK,Nori-3,ENSG00000168078
14239,37247.0,PBK,SPK,ENSG00000168078
14240,37248.0,PBK,CT84,ENSG00000168078
14241,37249.0,PBLD,MAWBP,ENSG00000108187
14242,37250.0,PBLD,MAWDBP,ENSG00000108187
14243,37251.0,PBLD,FLJ14767,ENSG00000108187
14244,37254.0,PBRM1,BAF180,ENSG00000163939
14245,37255.0,PBRM1,PB1,ENSG00000163939
14246,37256.0,PBX1,,ENSG00000185630
14247,37258.0,PBX2,G17,ENSG00000204304
14248,37259.0,PBX2,HOX12,ENSG00000204304
14249,37260.0,PBX2,PBX2MHC,ENSG00000204304
14250,37262.0,PBX3,,ENSG00000167081
14251,37263.0,PBX4,,ENSG00000105717
14252,37264.0,PBXIP1,HPIP,ENSG00000163346
14253,37265.0,PC,PCB,ENSG00000173599
14254,37292.0,PCBD1,PCD,ENSG00000166228
14255,37295.0,PCBP1,HNRPE1,ENSG00000169564
14256,37296.0,PCBP1,hnRNP-E1,ENSG00000169564
14257,37297.0,PCBP1,HNRPX,ENSG00000169564
14258,37298.0,PCBP1,hnRNP-X,ENSG00000169564
14259,37300.0,PCBP2,HNRPE2,ENSG00000197111
14260,37301.0,PCBP2,hnRNP-E2,ENSG00000197111
14261,37302.0,PCBP2,HNRNPE2,ENSG00000197111
14262,37309.0,PCBP3,FLJ44028,ENSG00000183570
14263,37311.0,PCBP4,MCG10,ENSG00000090097
14264,37312.0,PCBP4,LIP4,ENSG00000090097
14265,37313.0,PCCA,,ENSG00000175198
14266,37316.0,PCCB,,ENSG00000114054
14267,37317.0,PCDH1,pc42,ENSG00000156453
14268,37318.0,PCDH7,BH-Pcdh,ENSG00000169851
14269,37319.0,PCDH7,PPP1R120,ENSG00000169851
14270,37320.0,PCDH8,PAPC,ENSG00000136099
14271,37321.0,PCDH8,ARCADLIN,ENSG00000136099
14272,37323.0,PCDH9,,ENSG00000184226
14273,37333.0,PCDH11Y,PCDHY,ENSG00000099715
14274,37334.0,PCDH12,VE-cadherin-2,ENSG00000113555
14275,37336.0,PCDH17,PCDH68,ENSG00000118946
14276,37337.0,PCDH17,PCH68,ENSG00000118946
14277,37346.0,PCDHA2,,ENSG00000204969
14278,37347.0,PCDHA3,PCDH-ALPHA3,ENSG00000255408
14279,37352.0,PCDHA5,CNR6,ENSG00000204965
14280,37353.0,PCDHA5,CRNR6,ENSG00000204965
14281,37354.0,PCDHA5,CNRN6,ENSG00000204965
14282,37355.0,PCDHA5,PCDH-ALPHA5,ENSG00000204965
14283,37356.0,PCDHA6,CNR2,ENSG00000081842
14284,37357.0,PCDHA6,CRNR2,ENSG00000081842
14285,37358.0,PCDHA6,PCDH-ALPHA6,ENSG00000081842
14286,37362.0,PCDHA9,KIAA0345,ENSG00000204961
14287,37363.0,PCDHA9,PCDH-ALPHA9,ENSG00000204961
14288,37364.0,PCDHA10,CNR8,ENSG00000250120
14289,37365.0,PCDHA10,CRNR8,ENSG00000250120
14290,37366.0,PCDHA10,CNRN8,ENSG00000250120
14291,37367.0,PCDHA10,PCDH-ALPHA10,ENSG00000250120
14292,37390.0,PCDHB6,PCDH-BETA6,ENSG00000113211
14293,37397.0,PCDHB11,PCDH-BETA11,ENSG00000197479
14294,37398.0,PCDHB11,ME2,ENSG00000197479
14295,37399.0,PCDHB12,PCDH-BETA12,ENSG00000120328
14296,37413.0,PCDHGA1,PCDH-GAMMA-A1,ENSG00000204956
14297,37424.0,PCDHGA9,PCDH-GAMMA-A9,ENSG00000261934
14298,37425.0,PCDHGA10,PCDH-GAMMA-A10,ENSG00000253846
14299,37426.0,PCDHGA11,PCDH-GAMMA-A11,ENSG00000253873
14300,37436.0,PCDHGB5,PCDH-GAMMA-B5,ENSG00000276547
14301,37437.0,PCDHGB6,PCDH-GAMMA-B6,ENSG00000253305
14302,37442.0,PCDHGC3,PC-43,ENSG00000240184
14303,37443.0,PCDHGC3,PC43,ENSG00000240184
14304,37444.0,PCDHGC3,PCDH-GAMMA-C3,ENSG00000240184
14305,37453.0,PCF11,KIAA0824,ENSG00000165494
14306,37458.0,PCGF1,NSPC1,ENSG00000115289
14307,37459.0,PCGF1,RNF68,ENSG00000115289
14308,37460.0,PCGF1,MGC10882,ENSG00000115289
14309,37461.0,PCGF2,MEL-18,ENSG00000277258
14310,37462.0,PCGF3,FLJ36550,ENSG00000185619
14311,37463.0,PCGF3,DONG1,ENSG00000185619
14312,37464.0,PCGF3,RNF3A,ENSG00000185619
14313,37465.0,PCGF3,MGC40413,ENSG00000185619
14314,37471.0,PCID2,FLJ11305,ENSG00000126226
14315,37472.0,PCIF1,bA465L10.1,ENSG00000100982
14316,37473.0,PCIF1,PPP1R121,ENSG00000100982
14317,37474.0,PCK1,PEPCK-C,ENSG00000124253
14318,37475.0,PCK2,PEPCK,ENSG00000100889
14319,37476.0,PCK2,PEPCK2,ENSG00000100889
14320,37481.0,PCLO,KIAA0559,ENSG00000186472
14321,37482.0,PCLO,DKFZp779G1236,ENSG00000186472
14322,37483.0,PCLO,ACZ,ENSG00000186472
14323,37484.0,PCM1,PTC4,ENSG00000078674
14324,37485.0,PCMT1,,ENSG00000120265
14325,37495.0,PCMTD2,FLJ10883,ENSG00000203880
14326,37496.0,PCNA,,ENSG00000132646
14327,37504.0,PCNP,,ENSG00000081154
14328,37510.0,PCNT,KEN,ENSG00000160299
14329,37511.0,PCNT,KIAA0402,ENSG00000160299
14330,37512.0,PCNT,PCN,ENSG00000160299
14331,37513.0,PCNT,PCNTB,ENSG00000160299
14332,37514.0,PCNT,SCKL4,ENSG00000160299
14333,37523.0,PCOLCE,PCPE,ENSG00000106333
14334,37524.0,PCOLCE,PCPE1,ENSG00000106333
14335,37526.0,PCOLCE2,PCPE2,ENSG00000163710
14336,37532.0,PCP4,PEP-19,ENSG00000183036
14337,37535.0,PCSK1,PC1,ENSG00000175426
14338,37536.0,PCSK1,PC3,ENSG00000175426
14339,37537.0,PCSK1,SPC3,ENSG00000175426
14340,37538.0,PCSK1N,SAAS,ENSG00000102109
14341,37539.0,PCSK1N,SgVIII,ENSG00000102109
14342,37540.0,PCSK1N,SCG8,ENSG00000102109
14343,37541.0,PCSK1N,proSAAS,ENSG00000102109
14344,37542.0,PCSK1N,PEN,ENSG00000102109
14345,37543.0,PCSK1N,BigLEN,ENSG00000102109
14346,37544.0,PCSK2,PC2,ENSG00000125851
14347,37545.0,PCSK2,SPC2,ENSG00000125851
14348,37550.0,PCSK5,PC5,ENSG00000099139
14349,37551.0,PCSK5,PC6,ENSG00000099139
14350,37552.0,PCSK5,SPC6,ENSG00000099139
14351,37553.0,PCSK6,SPC4,ENSG00000140479
14352,37555.0,PCSK7,PC7,ENSG00000160613
14353,37556.0,PCSK7,PC8,ENSG00000160613
14354,37557.0,PCSK7,LPC,ENSG00000160613
14355,37558.0,PCSK7,SPC7,ENSG00000160613
14356,37561.0,PCTP,STARD2,ENSG00000141179
14357,37562.0,PCYOX1,KIAA0908,ENSG00000116005
14358,37563.0,PCYOX1,PCL1,ENSG00000116005
14359,37564.0,PCYOX1L,MGC3265,ENSG00000145882
14360,37565.0,PCYT1A,CT,ENSG00000161217
14361,37566.0,PCYT1A,CTPCT,ENSG00000161217
14362,37567.0,PCYT1B,CCT-beta,ENSG00000102230
14363,37568.0,PCYT1B,CTB,ENSG00000102230
14364,37570.0,PCYT2,ET,ENSG00000185813
14365,37571.0,PDAP1,PAP1,ENSG00000106244
14366,37572.0,PDAP1,PAP,ENSG00000106244
14367,37573.0,PDAP1,HASPP28,ENSG00000106244
14368,37578.0,PDC,MEKA,ENSG00000116703
14369,37580.0,PDCD1,CD279,ENSG00000188389
14370,37581.0,PDCD1,PD1,ENSG00000188389
14371,37582.0,PDCD1,hSLE1,ENSG00000188389
14372,37583.0,PDCD1,PD-1,ENSG00000188389
14373,37584.0,PDCD1LG2,PD-L2,ENSG00000197646
14374,37585.0,PDCD1LG2,Btdc,ENSG00000197646
14375,37586.0,PDCD1LG2,PDL2,ENSG00000197646
14376,37587.0,PDCD1LG2,bA574F11.2,ENSG00000197646
14377,37588.0,PDCD1LG2,CD273,ENSG00000197646
14378,37589.0,PDCD1LG2,B7-DC,ENSG00000197646
14379,37590.0,PDCD2,ZMYND7,ENSG00000071994
14380,37591.0,PDCD2,RP8,ENSG00000071994
14381,37593.0,PDCD4,H731,ENSG00000150593
14382,37595.0,PDCD5,TFAR19,ENSG00000105185
14383,37596.0,PDCD5,MGC9294,ENSG00000105185
14384,37599.0,PDCD6,ALG-2,ENSG00000249915
14385,37600.0,PDCD6,PEF1B,ENSG00000249915
14386,37602.0,PDCD6IP,Alix,ENSG00000170248
14387,37603.0,PDCD6IP,AIP1,ENSG00000170248
14388,37604.0,PDCD6IP,Hp95,ENSG00000170248
14389,37609.0,PDCD10,TFAR15,ENSG00000114209
14390,37610.0,PDCD11,KIAA0185,ENSG00000148843
14391,37611.0,PDCD11,ALG-4,ENSG00000148843
14392,37612.0,PDCD11,RRP5,ENSG00000148843
14393,37613.0,PDCD11,NFBP,ENSG00000148843
14394,37614.0,PDCL,PhLP,ENSG00000136940
14395,37615.0,PDCL,DKFZp564M1863,ENSG00000136940
14396,37627.0,PDE1A,,ENSG00000115252
14397,37628.0,PDE1B,,ENSG00000123360
14398,37629.0,PDE1C,Hcam3,ENSG00000154678
14399,37630.0,PDE2A,,ENSG00000186642
14400,37633.0,PDE3A,CGI-PDE,ENSG00000172572
14401,37634.0,PDE3B,HcGIP1,ENSG00000152270
14402,37635.0,PDE4A,,ENSG00000065989
14403,37636.0,PDE4B,,ENSG00000184588
14404,37638.0,PDE4C,,ENSG00000105650
14405,37639.0,PDE4D,,ENSG00000113448
14406,37640.0,PDE4DIP,KIAA0477,ENSG00000178104
14407,37641.0,PDE4DIP,KIAA0454,ENSG00000178104
14408,37642.0,PDE4DIP,MMGL,ENSG00000178104
14409,37653.0,PDE5A,,ENSG00000138735
14410,37654.0,PDE6A,RP43,ENSG00000132915
14411,37655.0,PDE6B,CSNB3,ENSG00000133256
14412,37656.0,PDE6B,rd1,ENSG00000133256
14413,37657.0,PDE6B,RP40,ENSG00000133256
14414,37658.0,PDE6B,CSNBAD2,ENSG00000133256
14415,37660.0,PDE6C,PDEA2,ENSG00000095464
14416,37661.0,PDE6C,ACHM5,ENSG00000095464
14417,37662.0,PDE6C,COD4,ENSG00000095464
14418,37663.0,PDE6D,JBTS22,ENSG00000156973
14419,37664.0,PDE6G,RP57,ENSG00000185527
14420,37665.0,PDE6H,,ENSG00000139053
14421,37667.0,PDE7B,,ENSG00000171408
14422,37668.0,PDE8A,HsT19550,ENSG00000073417
14423,37669.0,PDE8B,,ENSG00000113231
14424,37670.0,PDE9A,,ENSG00000160191
14425,37672.0,PDE10A,,ENSG00000112541
14426,37673.0,PDE11A,,ENSG00000128655
14427,37679.0,PDGFA,PDGF1,ENSG00000197461
14428,37680.0,PDGFA,PDGF-A,ENSG00000197461
14429,37681.0,PDGFB,SSV,ENSG00000100311
14430,37682.0,PDGFC,SCDGF,ENSG00000145431
14431,37683.0,PDGFC,fallotein,ENSG00000145431
14432,37684.0,PDGFD,SCDGF-B,ENSG00000170962
14433,37685.0,PDGFD,MSTP036,ENSG00000170962
14434,37686.0,PDGFD,IEGF,ENSG00000170962
14435,37687.0,PDGFRA,CD140a,ENSG00000134853
14436,37688.0,PDGFRA,PDGFR2,ENSG00000134853
14437,37689.0,PDGFRA,GAS9,ENSG00000134853
14438,37690.0,PDGFRB,JTK12,ENSG00000113721
14439,37691.0,PDGFRB,CD140b,ENSG00000113721
14440,37692.0,PDGFRB,PDGFR1,ENSG00000113721
14441,37693.0,PDGFRL,PRLTS,ENSG00000104213
14442,37695.0,PDHA1,,ENSG00000131828
14443,37697.0,PDHA2,,ENSG00000163114
14444,37698.0,PDHB,PDHE1B,ENSG00000168291
14445,37699.0,PDHX,E3BP,ENSG00000110435
14446,37700.0,PDHX,proX,ENSG00000110435
14447,37701.0,PDHX,PDX1,ENSG00000110435
14448,37702.0,PDHX,OPDX,ENSG00000110435
14449,37703.0,PDHX,DLDBP,ENSG00000110435
14450,37704.0,PDIA2,PDA2,ENSG00000185615
14451,37705.0,PDIA2,PDI,ENSG00000185615
14452,37706.0,PDIA2,PDIR,ENSG00000185615
14453,37707.0,PDIA3,P58,ENSG00000167004
14454,37708.0,PDIA3,ERp61,ENSG00000167004
14455,37709.0,PDIA3,ERp57,ENSG00000167004
14456,37710.0,PDIA3,ERp60,ENSG00000167004
14457,37711.0,PDIA3,GRP57,ENSG00000167004
14458,37712.0,PDIA3,PI-PLC,ENSG00000167004
14459,37713.0,PDIA3,HsT17083,ENSG00000167004
14460,37716.0,PDIA4,ERP70,ENSG00000155660
14461,37717.0,PDIA4,ERP72,ENSG00000155660
14462,37718.0,PDIA5,PDIR,ENSG00000065485
14463,37719.0,PDIA5,FLJ30401,ENSG00000065485
14464,37720.0,PDIA6,P5,ENSG00000143870
14465,37721.0,PDIA6,ERp5,ENSG00000143870
14466,37724.0,PDK1,,ENSG00000152256
14467,37727.0,PDK2,PDHK2,ENSG00000005882
14468,37728.0,PDK3,,ENSG00000067992
14469,37729.0,PDK4,,ENSG00000004799
14470,37730.0,PDLIM1,CLP-36,ENSG00000107438
14471,37731.0,PDLIM1,hCLIM1,ENSG00000107438
14472,37732.0,PDLIM1,CLP36,ENSG00000107438
14473,37737.0,PDLIM2,,ENSG00000120913
14474,37738.0,PDLIM3,ALP,ENSG00000154553
14475,37739.0,PDLIM4,RIL,ENSG00000131435
14476,37740.0,PDLIM5,LIM,ENSG00000163110
14477,37741.0,PDLIM5,Enh,ENSG00000163110
14478,37742.0,PDLIM7,ENIGMA,ENSG00000196923
14479,37743.0,PDP1,PDP,ENSG00000164951
14480,37744.0,PDP1,PDH,ENSG00000164951
14481,37745.0,PDP1,PPM2A,ENSG00000164951
14482,37749.0,PDPK1,PDK1,ENSG00000140992
14483,37751.0,PDPN,T1A-2,ENSG00000162493
14484,37752.0,PDPN,Gp38,ENSG00000162493
14485,37753.0,PDPN,aggrus,ENSG00000162493
14486,37754.0,PDPN,GP40,ENSG00000162493
14487,37755.0,PDPN,PA2.26,ENSG00000162493
14488,37756.0,PDPR,PDP3,ENSG00000090857
14489,37759.0,PDS5A,KIAA0648,ENSG00000121892
14490,37760.0,PDS5A,PIG54,ENSG00000121892
14491,37761.0,PDS5A,SCC-112,ENSG00000121892
14492,37762.0,PDS5B,AS3,ENSG00000083642
14493,37763.0,PDS5B,KIAA0979,ENSG00000083642
