gene_id,gene_id,18RES04138_1R_T_S_R_RS_T,18RES13642_1R_T_S_R_RS_T,18RES04220_1R_T_S_R_RS_T,18RES10409_1R_T_S_R_RS_T,18RES10398_1R_T_S_R_RS_T,18RES16182_1R_T_S_R_RS_T,18RES16169_1R_T_S_R_RS_T,18RES16067_1R_T_S_R_RS_T,18RES13653_1R_T_S_R_RS_T,18RES16061_1R_T_S_R_RS_T,18RES13656_1R_T_S_R_RS_T,18RES04251_1R_T_S_R_RS_T,18RES16164_1R_T_S_R_RS_T,18RES13652_1R_T_S_R_RS_T,18RES10382_1R_T_S_R_RS_T,18RES16068_1R_T_S_R_RS_T,18RES04885_1R_T_S_R_RS_T,18RES10394_1R_T_S_R_RS_T,18RES04401_1R_T_S_R_RS_T,18RES04366_1R_T_S_R_RS_T,18RES13639_1R_T_S_R_RS_T,18RES10403_1R_T_S_R_RS_T,18RES16043_1R_T_S_R_RS_T,18RES10389_1R_T_S_R_RS_T,18RES04369_1R_T_S_R_RS_T,18RES04371_1R_T_S_R_RS_T,18RES10414_1R_T_S_R_RS_T,18RES16168_1R_T_S_R_RS_T,18RES04364_1R_T_S_R_RS_T,18RES10402_1R_T_S_R_RS_T,18RES04129_1R_T_S_R_RS_T,18RES10417_1R_T_S_R_RS_T,18RES13654_1R_T_S_R_RS_T,18RES10388_1R_T_S_R_RS_T,18RES13645_1R_T_S_R_RS_T,18RES10413_1R_T_S_R_RS_T,18RES16179_1R_T_S_R_RS_T,18RES10395_1R_T_S_R_RS_T,18RES04254_1R_T_S_R_RS_T,18RES13580_1R_T_S_R_RS_T,18RES13578_1R_T_S_R_RS_T,18RES04410_1R_T_S_R_RS_T,18RES10401_1R_T_S_R_RS_T,18RES13651_1R_T_S_R_RS_T,18RES10393_1R_T_S_R_RS_T,18RES09403_1R_T_S_R_RS_T,18RES10392_1R_T_S_R_RS_T,18RES04367_1R_T_S_R_RS_T,18RES10426_1R_T_S_R_RS_T,18RES13663_1R_T_S_R_RS_T,18RES10430_2R_T_S_R_RS_T,18RES04260_1R_T_S_R_RS_T,18RES04370_1R_T_S_R_RS_T,18RES04227_1R_T_S_R_RS_T,18RES04403_1R_T_S_R_RS_T,18RES04139_1R_T_S_R_RS_T,18RES04258_1R_T_S_R_RS_T,18RES10383_1R_T_S_R_RS_T,18RES16066_1R_T_S_R_RS_T,18RES10405_1R_T_S_R_RS_T,18RES10418_1R_T_S_R_RS_T,18RES04413_1R_T_S_R_RS_T,18RES10428_1R_T_S_R_RS_T,18RES09402_1R_T_S_R_RS_T,18RES04229_1R_T_S_R_RS_T,18RES04372_1R_T_S_R_RS_T,18RES04368_1R_T_S_R_RS_T,18RES10399_1R_T_S_R_RS_T,18RES09394_1R_T_S_R_RS_T,18RES04249_1R_T_S_R_RS_T,18RES16069_1R_T_S_R_RS_T,18RES13572_1R_T_S_R_RS_T,18RES10385_1R_T_S_R_RS_T,18RES04887_1R_T_S_R_RS_T,18RES09399_1R_T_S_R_RS_T,18RES04404_1R_T_S_R_RS_T,18RES04728_1R_T_S_R_RS_T,18RES04250_1R_T_S_R_RS_T,18RES04408_1R_T_S_R_RS_T,18RES09404_1R_T_S_R_RS_T,18RES04407_1R_T_S_R_RS_T,18RES04226_1R_T_S_R_RS_T,18RES04412_1R_T_S_R_RS_T
5,FGR,15.765160999999999,20.956260999999998,5.3331040000000005,33.093978,19.789658,6.6274619999999995,13.751281,4.272485,5.343265,6.049846,8.564227,8.799304,5.894955,2.389986,9.329981,4.238132,13.559892000000001,18.046065,3.888778,2.689452,16.890310999999997,5.089412,5.364212,10.866078,16.677357999999998,12.073971,4.975921,8.53519,11.175739,2.146888,13.122335999999999,5.006401,0.328368,4.4610330000000005,15.503131,15.750913,6.609945,3.5092830000000004,10.164021,3.3272190000000004,2.438345,5.205138,3.8346339999999994,8.708072,2.920762,15.964785000000001,11.254268,4.036907,31.774844,16.669521,9.16723,8.093719,8.182333,12.992764,12.038649000000001,6.143134,2.2589099999999998,8.092621000000001,10.95953,12.081445,3.5875150000000002,12.059145,12.447467,6.861267999999999,2.7726889999999997,12.549444,8.473815,6.180516000000001,5.3116389999999996,9.628662,3.2920879999999997,6.458737,6.34582,5.246657,3.940373,10.89418,7.789153999999999,9.751132,3.903202,8.790389,5.891023000000001,4.8874629999999994,7.08957
39,CFLAR,330.81667000000004,250.904717,157.196249,218.11393999999999,236.77261099999998,150.680544,186.936011,233.968198,155.359422,173.27776,302.94333,205.018074,177.606314,96.658974,168.807473,127.58134799999999,200.353856,237.195282,158.001875,99.894837,320.87952,120.993222,219.96388,186.43059,314.988425,315.28783599999997,136.164663,214.661488,166.891818,146.48931399999998,207.98036499999998,160.198752,102.923278,158.577253,301.978041,255.135187,145.722629,154.876774,219.376785,153.421379,125.85091000000001,106.546287,123.43979399999999,202.46023300000002,102.905761,290.21706,307.284879,194.911564,251.586014,308.62266800000003,289.970646,204.699072,312.143783,218.13311800000002,216.03435,122.21646499999999,105.02812800000001,147.801983,269.835736,184.5002,92.920887,157.780218,240.45335,197.209194,154.838525,219.514854,203.285497,155.67246,236.165669,171.682945,191.707626,213.737731,172.06394,138.531927,189.759094,126.068799,141.796452,132.743282,191.78311399999998,145.510277,142.473398,150.46277,129.090713
50,CD38,16.347652,16.169023000000003,3.793362,3.9538300000000004,6.3666730000000005,0.9442719999999999,5.545668,42.01783,5.038622,2.673848,28.637258000000003,29.876382,1.1394520000000001,1.167149,1.4909,5.156447,3.326696,18.889368,2.4929349999999997,5.642258999999999,25.406723,11.324997999999999,5.907175,18.829275,16.648148000000003,46.033379,3.784642,57.405046,24.812524,9.588558,5.783216,4.898475,1.110352,2.106267,31.291128000000004,21.324835999999998,4.284321,3.373734,6.482245,5.5423230000000006,0.8336620000000001,10.938723,3.5708620000000004,13.02314,0.611097,23.445397,18.250657,4.696695,8.779686,21.095663000000002,12.929864,5.253455000000001,3.785301,10.640372,1.287284,4.1510940000000005,0.438255,10.351613,2.0579509999999996,1.62884,1.408398,3.6848910000000004,3.191796,2.703157,1.251279,4.097718,8.947407,1.055898,20.113064,11.124596,11.784104,13.581470000000001,22.225451,9.03779,2.482269,3.663036,3.2282450000000003,3.726773,2.562698,2.861054,3.494946,1.1615469999999999,7.1021600000000005
74,SKAP2,89.43474499999999,65.594352,42.583521999999995,50.368102,29.083064,33.007862,39.35345,40.179846999999995,38.003562,27.690076,75.639191,36.638766,25.160852,33.002902,26.930390000000003,26.51095,42.683310999999996,48.084022,36.148392,25.762848,61.80539399999999,16.959683,48.903028000000006,22.527835999999997,57.594042,51.497367,27.354503,41.182399,35.783328999999995,68.513425,63.889731000000005,26.242357000000002,18.228417,33.272559,66.631863,76.760759,40.720929999999996,68.389577,31.798992,40.79603,31.71981,14.575017,9.207671000000001,30.461637,23.599131,100.17995400000001,34.029337,38.017465,63.148325,66.599108,70.700963,68.916087,55.6027,47.59363,62.648934,61.255497,6.9685559999999995,25.633717,65.141533,44.1358,24.640601999999998,40.139374,55.676643000000006,66.739628,72.653375,45.108332,29.030032000000002,38.532951000000004,61.570779,88.87938100000001,22.922894,20.403076000000002,50.713632000000004,33.872694,54.33947,58.751978,37.572407,90.761916,22.054617999999998,45.498456,61.772124,26.255527,42.277923
107,ITGAL,107.518584,67.169498,13.303544,52.880199,35.570001,10.081182,32.737913,82.454503,75.474021,43.126888,142.008753,50.029138,22.826451000000002,10.353236,24.092176000000002,33.162014,26.191122,49.370014000000005,8.270380000000001,29.897586999999998,305.069839,27.610846999999996,35.965702,47.087748,78.075722,85.99854,16.825754999999997,84.96057900000001,24.602437,12.618022999999999,25.451464,30.825515999999997,10.63776,11.228045,221.461932,75.372943,33.402784999999994,4.53141,34.934504,11.776193,14.720895,22.93105,7.007647,77.534565,18.461942999999998,74.835454,28.129431,36.476958,47.146571,229.850744,44.953897999999995,40.421245,18.375969,17.729301,33.901742999999996,12.757937,2.2572810000000003,17.906011,29.991076,25.153997,18.588555,23.98345,29.180053000000004,10.709276,26.444957000000002,27.171807,50.089495,8.867807,45.556444,26.271565000000002,29.248255,31.710676,52.019123,46.736715000000004,15.756379999999998,11.746422,29.246067,12.038896000000001,14.314959,14.469851,28.891070000000003,1.873043,19.08191
181,CD79B,2.823441,4.362985,0.8432620000000001,1.0585040000000001,2.074725,0.8338709999999999,1.0908200000000001,3.3689660000000003,6.242907,2.268237,21.478067000000003,1.446173,0.45975600000000005,0.23734699999999997,0.241869,0.833469,1.090698,2.180272,0.221297,0.362933,33.204079,2.645266,0.8266819999999999,1.077567,4.233753,4.012633999999999,0.368014,7.203253999999999,5.242861,0.512179,1.220325,1.186113,0.43015,0.39455300000000004,25.364860999999998,4.633992,2.085999,0.498097,1.645829,1.6955,0.280912,1.005075,0.256598,8.221733,0.14794100000000002,3.4902800000000003,1.548437,0.803501,2.744738,35.827113,4.483299,4.004205000000001,0.8483229999999999,2.87952,0.541597,0.722688,0.275674,1.373212,1.1266559999999999,0.601414,0.512617,1.3883510000000001,1.400043,2.0798970000000003,0.400956,1.8345360000000002,1.022326,0.338592,8.846172,1.944323,0.934366,1.968477,2.090313,1.514669,1.033002,1.763382,0.47544200000000003,0.381738,0.784259,0.7897350000000001,2.332446,0.6504340000000001,0.973924
227,IL32,104.904519,101.78742700000001,23.502246,50.432227000000005,60.079533999999995,35.718203,176.933931,77.75670799999999,40.058665000000005,59.12321800000001,76.191051,72.963195,80.529771,6.205565,49.609249,38.779786,101.04595400000001,73.775874,34.086852,20.888434,156.153978,53.62155500000001,31.594869,68.550311,103.738385,113.421848,37.490790999999994,76.796565,63.856539,43.324040000000004,52.027305,38.127320000000005,6.290693,21.900827,87.330219,46.430367,25.984092999999998,23.477038,44.925189,29.630759,13.64131,177.450828,23.762978,51.375282,34.935064000000004,102.552054,152.834483,26.957678,60.405873,122.635143,57.908735,52.584765000000004,154.221293,84.937442,74.270491,62.043530000000004,29.619794,25.308270999999998,32.238634999999995,41.949228999999995,20.073864,31.391525,91.52223199999999,19.591973,47.277374,30.239324,42.575635,64.11759,42.45789,69.853246,43.823562,28.091496000000003,78.684259,66.914371,17.395561999999998,85.61977399999999,27.384701,13.196774,28.997244,33.025096999999995,36.022443,22.122094,42.798843
243,TRAF3IP3,38.231777,34.204656,32.28957,23.286109,15.968623000000001,7.291351,28.629804999999998,22.520097,38.115179,12.22078,75.814921,22.711579999999998,7.416258999999999,5.555172,11.619472,12.301022,27.651515999999997,17.859639,8.677553999999999,7.724972999999999,174.394054,27.795054999999998,15.338632,11.906568,36.959167,28.686131,13.376944,40.524910999999996,11.917771,8.750579,9.927725,16.239347,3.5924699999999996,9.35627,144.993252,41.445314,16.69969,5.535137000000001,16.279246,5.131441000000001,4.038817,26.693379999999998,16.641023999999998,40.668507,6.585980999999999,40.387879999999996,24.058606,11.141035,17.777022,136.211369,24.241792,16.011143,11.645806,13.458464000000001,15.815692000000002,21.619869,9.265811,20.075782,9.769325,16.763067000000003,7.293295,24.572003,15.258004000000001,58.249174,16.839423,14.765844,17.778627,10.956087,25.980417000000003,10.733542,23.122687,21.129506,18.12353,20.93802,13.438835000000001,19.702566,12.104027,11.576699000000001,11.176345,9.733872999999999,16.450369,7.394271000000001,9.577195
264,STAB1,166.937677,219.49166200000002,104.284122,76.27788100000001,101.66704,84.54142399999999,79.073874,59.693777000000004,50.740372,70.065659,100.058327,59.188429000000006,53.438754,30.344165999999998,52.822691000000006,39.154185,94.717099,64.880913,46.153015,46.732133000000005,64.175516,39.450071,103.266817,29.515985999999998,113.31621899999999,52.043126,49.75209,48.261827000000004,47.250221999999994,34.209199,108.259165,54.11649499999999,8.587813,51.417684,117.766374,71.202157,54.032366,40.990434,46.63889,41.153962,49.717465999999995,38.364235,23.440569,47.981068,63.621680000000005,162.912052,88.83934,50.613502000000004,84.101109,64.55626,142.355953,84.979176,105.671226,141.55379399999998,142.237393,87.062003,53.739043,78.36098299999999,189.648357,49.789058000000004,50.03947,121.001825,123.995811,66.325191,42.402159999999995,127.25277,131.979064,41.397008,47.323795000000004,173.296464,36.191617,47.416121000000004,73.808971,70.90071999999999,71.25255,57.53441899999999,142.64167,73.086754,59.59598100000001,72.420787,69.594169,54.495093999999995,46.325853
275,FYN,214.84983300000002,121.599756,66.195201,74.451448,139.364666,39.149287,54.036638,96.37833,74.030831,60.263653000000005,135.58397,74.132311,58.879104000000005,43.858732,69.233251,50.256028,100.985174,117.70446299999999,70.69116600000001,38.149584999999995,277.39754,71.300381,85.386913,44.323062,154.612984,120.41158100000001,59.95077,71.27614200000001,47.553357,25.473833,92.824512,78.98183399999999,21.027279,50.926778000000006,243.33622400000002,96.982562,71.346398,106.553807,109.981047,64.32019,36.951111,37.101445,20.746529000000002,90.35095600000001,36.051776000000004,162.56280700000002,107.848257,90.740664,107.028423,222.63889300000002,182.22593999999998,104.216492,104.850443,165.283291,125.05800900000001,65.253063,48.033536,218.036256,148.24028,93.920849,36.723526,110.356774,133.911778,104.645944,75.284308,104.734903,74.780914,56.646756999999994,113.707376,187.543011,31.150531,43.353707,83.88282199999999,77.495313,86.58805,73.97320500000001,48.244229,55.05158,46.758019,99.33181400000001,109.08639,46.671439,74.62517199999999
